n_region,n_region_to,transfer
127,21,0.00364744607573156
130,21,0.000151755483293426
131,21,0.000332611128690701
132,21,0.000186621882457629
133,21,0.000216828895250062
135,21,0.00056437725836543
136,21,0.00103094477180863
139,21,0.00047372687374101
140,21,0.000360518982252111
141,21,0.000788381771299266
144,21,0.223509112565617
146,21,0.000204230806283225
147,21,0.00102202604185087
149,21,0.000522561019178954
58,21,0.000949746322421415
59,21,0.0029524047368952
62,21,0.00148711285597265
63,21,0.00270405882166464
65,21,0.00298970475218346
66,21,0.000902060546439128
68,21,0.000709618347125918
69,21,0.00123549344584601
71,21,0.000635095730793091
76,21,0.000960716215509158
80,21,0.00204893150513973
81,21,0.000542940082139103
82,21,0.00138813502526954
83,21,0.00168375779064318
84,21,0.00148598506908524
85,21,0.00288609317616257
86,21,0.00411012314325286
90,21,0.000355685285079605
124,21,0.00081597873709973
23,22,0.104759950496641
24,22,0.0386819241042286
25,22,0.109869354823921
26,22,0.00148630943629159
54,22,0.00084986802159889
28,22,0.0124128288163526
35,22,0.00179292857178303
36,22,0.00155049597324166
39,22,0.00120460987248327
49,22,0.000650450828088783
50,22,0.0822850928627028
56,22,0.000396005511136425
124,22,0.00530386179114824
128,22,0.00093307642203278
55,22,0.00228166307176624
131,22,0.00510558082540227
132,22,0.000789947420265853
133,22,0.00036534183720216
134,22,0.000176560671392532
135,22,0.000185231510437885
139,22,0.000276731540106134
142,22,0.00125876688335001
143,22,0.0517175631269099
146,22,0.000455819480690095
147,22,0.00041976069576018
148,22,0.000261968616874697
149,22,0.000403797151183737
59,22,0.00139312604468215
63,22,0.000784659925929471
65,22,0.00139021270976531
80,22,0.000292704500734247
88,22,0.000907016149509448
96,22,0.000552624145793763
98,22,0.00185503684112131
100,22,0.000772189345885531
103,22,0.000707911975430137
104,22,0.00185753667432941
105,22,0.00078667301504786
108,22,0.000907936115519045
110,22,0.00128823722626019
113,22,0.000827683000670024
118,22,0.000949965591722728
119,22,0.0010431845830063
121,22,0.000845154128249934
123,22,0.000581614289159865
7,23,0.00133987101439372
19,23,0.00432891799228578
22,23,0.248547793549851
24,23,0.406193151922428
25,23,0.783929692421216
26,23,0.00281047602498774
27,23,0.00198146063531411
54,23,0.00109140945931647
28,23,0.0219734158379335
35,23,0.00336174107209317
36,23,0.00228144407491272
37,23,0.00180449270155985
38,23,0.00126776482013398
39,23,0.0019396260658629
43,23,0.00124995857219048
49,23,0.00156108198741308
50,23,0.0298449912977489
56,23,0.000441448766512736
124,23,0.00673840505475906
125,23,0.000405291430810863
127,23,0.000224390530593859
128,23,0.00386372490250194
55,23,0.0020198328832029
130,23,0.000279799172322253
131,23,0.0312266414652454
132,23,0.00114273947203507
133,23,0.000653456944589229
134,23,0.00027936815093755
135,23,0.000289424235059195
136,23,0.000383491533474708
137,23,0.000315135798939179
139,23,0.001050641779386
140,23,0.000303293746973998
141,23,0.000353706416312644
142,23,0.00179387021432876
143,23,0.0315684358046611
144,23,0.000426252490589677
145,23,0.000545842307495358
146,23,0.000781404824040163
147,23,0.00219613929231051
148,23,0.000593522647606735
149,23,0.00202492394931845
59,23,0.00263927090116389
80,23,0.00107117391758065
81,23,0.000627189405229654
83,23,0.000712359065272116
84,23,0.00107774741274314
88,23,0.00465265691507624
90,23,0.000311224624444654
94,23,0.000534044063376577
98,23,0.0017788024503903
99,23,0.000502698514688025
100,23,0.00055305453151261
103,23,0.000707911975430137
104,23,0.00104486437931029
108,23,0.000861964666632005
109,23,0.000692604813349425
110,23,0.00115941350363417
112,23,0.0011498387253827
113,23,0.000904933414065892
119,23,0.000976598333027173
121,23,0.000855852281772085
123,23,0.000560073019190981
19,24,0.00106388662522278
22,24,0.0424676334780272
23,24,0.187961092959189
25,24,0.104699177412508
26,24,0.00101339279747154
28,24,0.00457314745865621
49,24,0.000687619446836714
50,24,0.0045866594274869
124,24,0.00239529242180888
128,24,0.00201071397987346
55,24,0.000804192722015969
131,24,0.00592047809069449
132,24,0.000465276474072444
133,24,0.000311877178099405
134,24,0.000122921986412522
136,24,0.000532903819244075
139,24,0.000347087016404304
142,24,0.000601354219576119
143,24,0.0513459474620106
144,24,0.000209104995383615
146,24,0.000367023477958259
147,24,0.000748269066355104
148,24,0.000249688837958696
149,24,0.000783841528768431
59,24,0.000805201291880508
80,24,0.000376779197753658
88,24,0.0026538620670832
98,24,0.00071152098015612
7,25,0.00203524711047148
19,25,0.00298988827433298
22,25,0.161044211451599
23,25,0.484318470019071
24,25,0.139785402906465
26,25,0.00217541653857224
54,25,0.00084986802159889
28,25,0.0193123857835935
34,25,0.0016875598137084
35,25,0.00327209464350402
36,25,0.00303454211905867
37,25,0.00216064257686771
38,25,0.00138515045162787
39,25,0.00138836392082818
42,25,0.00133990964476642
43,25,0.000842668700353135
48,25,0.000676644377944741
49,25,0.0011398376416032
50,25,0.0332761789186185
56,25,0.000441448766512736
124,25,0.00385615758016485
125,25,0.000794371204389291
127,25,0.000281588116823667
128,25,0.00197566885604124
55,25,0.00216945013381052
130,25,0.000220519686660759
131,25,0.0503240637709031
132,25,0.0012833449999141
133,25,0.000513854779154257
134,25,0.000283838041352551
135,25,0.00031257817386393
136,25,0.000542864638295366
137,25,0.000375382348736375
138,25,0.000240898069173075
139,25,0.000919311556962751
140,25,0.000366241505779923
141,25,0.000379275554841269
142,25,0.00164607977053463
143,25,0.0133718653657812
144,25,0.000522762488459038
145,25,0.00030324572638631
146,25,0.000639331219669224
147,25,0.00253681463959413
148,25,0.000548496791581397
149,25,0.00211399685031486
59,25,0.00247950874007649
80,25,0.000647686554816206
83,25,0.000561252596881061
84,25,0.000996099881474722
88,25,0.00233472675521876
90,25,0.000355685285079605
98,25,0.000825872566252639
99,25,0.000786037677512185
108,25,0.000861964666632005
109,25,0.000666468782656994
113,25,0.000761468360616422
116,25,0.000579803327485625
119,25,0.000898914374718193
22,26,0.00198953989888543
23,26,0.00158565490491204
24,26,0.00123558105102945
25,26,0.00198663141584133
27,26,0.038038829827938
54,26,0.000769354209026363
28,26,0.00812649896834379
35,26,0.00121022678595354
42,26,0.00401972893429926
43,26,0.000800535265335478
49,26,0.081616092000664
50,26,0.00195162006361578
128,26,0.108276290720114
55,26,0.00122499123934991
130,26,0.000168353739278644
131,26,0.000881419491030359
132,26,0.00117086057761088
133,26,0.000305936660421321
134,26,0.00022125957554254
135,26,0.000179443025736701
136,26,0.00026894211438486
137,26,0.000236351849204384
138,26,0.000205928994615693
141,26,0.000238645292933832
142,26,0.000545295775378345
143,26,0.00259501108370319
144,26,0.000285508743696859
146,26,0.000257508407922327
147,26,0.000310257905561872
148,26,0.00040113944458938
149,26,0.000552251986177758
80,26,0.000264679601727776
124,26,0.00130293378988505
23,27,0.000579373907564015
26,27,0.019713867886813
49,27,0.00115222718118584
124,27,0.000802817789727153
128,27,0.0785317418675195
132,27,0.000186621882457629
143,27,0.00101406986523353
146,27,0.000150953204644122
14,54,0.00122863267890657
22,54,0.00171823900358287
23,54,0.000930047588458024
25,54,0.00117223592860203
26,54,0.0011620237411007
28,54,0.00135441649472396
34,54,0.00211660044431222
35,54,0.00284627410770555
36,54,0.00259154326956106
37,54,0.00137711285119041
38,54,0.00140862757792665
39,54,0.00163336931862139
41,54,0.000937354955980408
42,54,0.00798983158545902
43,54,0.0324287004852565
44,54,0.0172710904452951
49,54,0.000749567144749931
50,54,0.0100892416285119
56,54,0.000590762319892044
124,54,0.0124897390565749
127,54,0.000321186445751995
128,54,0.00135799854849841
55,54,0.315037823310674
129,54,0.000610071559828213
130,54,0.00031062450486623
131,54,0.000726200964308032
132,54,0.0385003499974231
133,54,0.000683159532979648
134,54,0.000297247712597553
136,54,0.000263961704859215
139,54,0.000445584683221742
140,54,0.000429189264585847
142,54,0.000952993551362155
143,54,0.00311779244279873
144,54,0.000269423744051966
146,54,0.0016131273829617
147,54,0.00041976069576018
148,54,0.00132621612292815
80,54,0.000286476745399475
90,54,0.000311224624444654
98,54,0.0017660967186018
99,54,0.000795177650506512
100,54,0.000605229487315686
104,54,0.00112226174074068
108,54,0.00216065809769089
109,54,0.00101930519700481
110,54,0.00147431593671999
112,54,0.00124896275343293
113,54,0.00108150578754216
115,54,0.000877314554190751
118,54,0.00109335662443559
119,54,0.00124294333294368
121,54,0.00174379902411062
123,54,0.000872421433739797
19,28,0.000953829388130766
22,28,0.0140895598293795
23,28,0.0105125870859313
24,28,0.00472815682193936
25,28,0.014955262583849
26,28,0.00689107102280648
54,28,0.000760408229851638
32,28,0.00171977430061113
34,28,0.00537730923690133
35,28,0.057149598225584
36,28,0.0225486414394287
37,28,0.00444000177883805
38,28,0.00307550354513985
39,28,0.0080035096612448
40,28,0.000893768619180607
42,28,0.00120757288972776
43,28,0.000912891092049229
49,28,0.000613282209340853
50,28,0.125009367468357
56,28,0.00116854085253371
124,28,0.00561972452809007
125,28,0.000275598172951387
127,28,0.000233190159244599
128,28,0.000643954150416989
55,28,0.000626522236919418
130,28,0.000267943275189954
131,28,0.0340150314274357
132,28,0.00602047305736596
133,28,0.000597022026647432
134,28,0.000198910123467536
136,28,0.000318746209641316
139,28,0.000548772715125724
142,28,0.0331916951872819
143,28,0.00150535837137151
144,28,0.000297572493430529
146,28,0.000831722558921537
147,28,0.00097335813509607
148,28,0.000323367511454704
149,28,0.00119357687335193
80,28,0.000442170628768756
82,28,0.00175169419855442
90,28,0.000266763963809704
98,28,0.0012070445199077
100,28,0.000615664478476302
104,28,0.00114161108109828
108,28,0.00194229371547745
109,28,0.00133293756531399
110,28,0.000758628588797667
111,28,0.00221875396525848
113,28,0.000838718774012291
119,28,0.000621471666471838
121,28,0.000759568900072725
16,29,0.00268839899763711
17,29,0.125383675800578
18,29,0.00174887298119468
30,29,0.00316013128045522
37,29,0.00199443930172404
40,29,0.00303618457398118
51,29,0.00843711301091043
52,29,0.00361067523071342
124,29,0.00929162884503885
125,29,0.104856998979386
127,29,0.000959159522930615
130,29,0.000649703162849978
132,29,0.000253089950182263
133,29,0.00160988029076074
134,29,0.000187735397430034
135,29,0.00020838544924262
136,29,0.00292350039155394
137,29,0.0740152036008474
138,29,0.00407583991229928
139,29,0.0210222163178931
140,29,0.000371964029307734
141,29,0.00136794891128143
142,29,0.000433178886982798
144,29,0.000402124991122337
145,29,0.00143225289231688
146,29,0.000343344543896435
147,29,0.000541430462647189
148,29,0.000241502318681361
149,29,0.000528499212578715
59,29,0.000332305295061797
73,29,0.000601778001852816
75,29,0.000325482061926784
80,29,0.000314501644405946
81,29,0.000617828369330704
90,29,0.00037791561539708
98,29,0.00419289149020571
103,29,0.00106186796314521
104,29,0.00114161108109828
105,29,0.000826673337846904
108,29,0.000678078871083844
110,29,0.00230451326030989
111,29,0.00131314010188767
113,29,0.000860790320696825
119,29,0.0014316043745512
121,29,0.00151913780014545
7,30,0.000932821592299427
15,30,0.000760589543259803
16,30,0.00160501432694753
18,30,0.00501484059667872
29,30,0.00333015759109415
33,30,0.00101782041443995
34,30,0.00148734085275994
37,30,0.00370395870320179
38,30,0.00225380412468264
39,30,0.0011229414065522
40,30,0.0453193264549226
41,30,0.00157037388729185
46,30,0.00112054442154253
47,30,0.000743710524062781
49,30,0.000700008986419357
51,30,0.0596493724674969
52,30,0.255778301209836
56,30,0.00694632617895041
124,30,0.0270062640085265
125,30,0.00368004619176264
127,30,0.0013111446689602
128,30,0.000622050948021854
129,30,0.000743524713540635
130,30,0.00146538888555214
131,30,0.000376959279182795
132,30,0.000495954043791506
133,30,0.0543200936483992
134,30,0.000529682014177595
135,30,0.000306789689162746
136,30,0.00113055296232154
137,30,0.000542218948174763
